county,precinct,office,district,party,seats,candidate,votes,early_voting,election_day,provisional
Maricopa,0388 HUALAPAI,Registered Voters - Libertarian,,LBT,,,17,17,17,17
Maricopa,0388 HUALAPAI,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0388 HUALAPAI,Ballots Cast - Total,,,,,1111,1048,62,1
Maricopa,0388 HUALAPAI,Ballots Cast - Republican,,REP,,,685,634,51,0
Maricopa,0388 HUALAPAI,Ballots Cast - Democratic,,DEM,,,405,395,10,0
Maricopa,0388 HUALAPAI,Ballots Cast - Libertarian,,LBT,,,1,1,0,0
Maricopa,0388 HUALAPAI,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,REP,1,Kari LAKE,400,368,32,0
Maricopa,0388 HUALAPAI,U.S. Senate,,REP,1,Mark LAMB,213,196,17,0
Maricopa,0388 HUALAPAI,U.S. Senate,,REP,1,Elizabeth Jean REYE,54,53,1,0
Maricopa,0388 HUALAPAI,U.S. Senate,,REP,1,Write-In Totals,4,4,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,REP,1,Total Votes Cast,671,621,50,0
Maricopa,0388 HUALAPAI,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,REP,1,Undervotes,14,13,1,0
Maricopa,0388 HUALAPAI,U.S. Senate,,DEM,1,Ruben GALLEGO,399,389,,0
Maricopa,0388 HUALAPAI,U.S. Senate,,DEM,1,Write-In Totals,0,0,,0
Maricopa,0388 HUALAPAI,U.S. Senate,,DEM,1,Total Votes Cast,399,389,,0
Maricopa,0388 HUALAPAI,U.S. Senate,,DEM,1,Overvotes,0,0,,0
Maricopa,0388 HUALAPAI,U.S. Senate,,DEM,1,Undervotes,6,6,,0
Maricopa,0388 HUALAPAI,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. House,1,REP,1,Robert BACKIE,79,75,4,0
Maricopa,0388 HUALAPAI,U.S. House,1,REP,1,Kim GEORGE,121,107,14,0
Maricopa,0388 HUALAPAI,U.S. House,1,REP,1,David SCHWEIKERT,450,420,30,0
Maricopa,0388 HUALAPAI,U.S. House,1,REP,1,Write-In Totals,3,3,0,0
Maricopa,0388 HUALAPAI,U.S. House,1,REP,1,Total Votes Cast,653,605,48,0
Maricopa,0388 HUALAPAI,U.S. House,1,REP,1,Overvotes,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. House,1,REP,1,Undervotes,32,29,3,0
Maricopa,0388 HUALAPAI,U.S. House,1,DEM,1,Andrei CHERNY,103,100,,0
Maricopa,0388 HUALAPAI,U.S. House,1,DEM,1,Marlene GALEN-WOODS,68,67,,0
Maricopa,0388 HUALAPAI,U.S. House,1,DEM,1,Andrew HORNE,50,50,,0
Maricopa,0388 HUALAPAI,U.S. House,1,DEM,1,Kurt KROEMER,9,9,,0
Maricopa,0388 HUALAPAI,U.S. House,1,DEM,1,Connor O'CALLAGHAN,100,95,,0
Maricopa,0388 HUALAPAI,U.S. House,1,DEM,1,Amish SHAH,56,55,,0
Maricopa,0388 HUALAPAI,U.S. House,1,DEM,1,Write-In Totals,0,0,,0
Maricopa,0388 HUALAPAI,U.S. House,1,DEM,1,Total Votes Cast,386,376,,0
Maricopa,0388 HUALAPAI,U.S. House,1,DEM,1,Overvotes,4,4,,0
Maricopa,0388 HUALAPAI,U.S. House,1,DEM,1,Undervotes,15,15,,0
Maricopa,0388 HUALAPAI,U.S. House,1,LBT,1,Write-In Totals,,,0,0
Maricopa,0388 HUALAPAI,U.S. House,1,LBT,1,Total Votes Cast,,,0,0
Maricopa,0388 HUALAPAI,U.S. House,1,LBT,1,Overvotes,,,0,0
Maricopa,0388 HUALAPAI,U.S. House,1,LBT,1,Undervotes,,,0,0
Maricopa,0388 HUALAPAI,U.S. House,1,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. House,1,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. House,1,GRN,1,Overvotes,0,0,0,0
Maricopa,0388 HUALAPAI,U.S. House,1,GRN,1,Undervotes,0,0,0,0
Maricopa,0389 HUBBELL,Registered Voters - Total,,,,,1812,1812,1812,1812
Maricopa,0389 HUBBELL,Registered Voters - Republican,,REP,,,564,564,564,564
Maricopa,0389 HUBBELL,Registered Voters - Democratic,,DEM,,,572,572,572,572
Maricopa,0389 HUBBELL,Registered Voters - Libertarian,,LBT,,,14,14,14,14
Maricopa,0389 HUBBELL,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0389 HUBBELL,Ballots Cast - Total,,,,,627,537,90,0
Maricopa,0389 HUBBELL,Ballots Cast - Republican,,REP,,,280,235,45,0
Maricopa,0389 HUBBELL,Ballots Cast - Democratic,,DEM,,,336,294,42,0
Maricopa,0389 HUBBELL,Ballots Cast - Libertarian,,LBT,,,1,1,0,0
Maricopa,0389 HUBBELL,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,REP,1,Kari LAKE,173,139,34,0
Maricopa,0389 HUBBELL,U.S. Senate,,REP,1,Mark LAMB,90,80,10,0
Maricopa,0389 HUBBELL,U.S. Senate,,REP,1,Elizabeth Jean REYE,11,11,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,REP,1,Write-In Totals,2,2,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,REP,1,Total Votes Cast,276,232,44,0
Maricopa,0389 HUBBELL,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,REP,1,Undervotes,4,3,1,0
Maricopa,0389 HUBBELL,U.S. Senate,,DEM,1,Ruben GALLEGO,322,285,37,0
Maricopa,0389 HUBBELL,U.S. Senate,,DEM,1,Write-In Totals,4,3,1,0
Maricopa,0389 HUBBELL,U.S. Senate,,DEM,1,Total Votes Cast,326,288,38,0
Maricopa,0389 HUBBELL,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,DEM,1,Undervotes,10,6,4,0
Maricopa,0389 HUBBELL,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0389 HUBBELL,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0389 HUBBELL,U.S. House,1,REP,1,Robert BACKIE,25,19,6,0
Maricopa,0389 HUBBELL,U.S. House,1,REP,1,Kim GEORGE,77,64,13,0
Maricopa,0389 HUBBELL,U.S. House,1,REP,1,David SCHWEIKERT,158,133,25,0
Maricopa,0389 HUBBELL,U.S. House,1,REP,1,Write-In Totals,0,0,0,0
Maricopa,0389 HUBBELL,U.S. House,1,REP,1,Total Votes Cast,260,216,44,0
Maricopa,0389 HUBBELL,U.S. House,1,REP,1,Overvotes,0,0,0,0
Maricopa,0389 HUBBELL,U.S. House,1,REP,1,Undervotes,20,19,1,0
Maricopa,0389 HUBBELL,U.S. House,1,DEM,1,Andrei CHERNY,45,40,5,0
Maricopa,0389 HUBBELL,U.S. House,1,DEM,1,Marlene GALEN-WOODS,48,42,6,0
Maricopa,0389 HUBBELL,U.S. House,1,DEM,1,Andrew HORNE,35,24,11,0
Maricopa,0389 HUBBELL,U.S. House,1,DEM,1,Kurt KROEMER,12,,3,0
Maricopa,0389 HUBBELL,U.S. House,1,DEM,1,Connor O'CALLAGHAN,48,9,3,0
Maricopa,0389 HUBBELL,U.S. House,1,DEM,1,Amish SHAH,126,,10,0
Maricopa,0389 HUBBELL,U.S. House,1,DEM,1,Write-In Totals,0,45,0,0
Maricopa,0389 HUBBELL,U.S. House,1,DEM,1,Total Votes Cast,314,,38,0
Maricopa,0389 HUBBELL,U.S. House,1,DEM,1,Overvotes,2,2,0,0
Maricopa,0389 HUBBELL,U.S. House,1,DEM,1,Undervotes,20,16,4,0
Maricopa,0389 HUBBELL,U.S. House,1,LBT,1,Write-In Totals,,,0,0
Maricopa,0389 HUBBELL,U.S. House,1,LBT,1,Total Votes Cast,,,0,0
Maricopa,0389 HUBBELL,U.S. House,1,LBT,1,Overvotes,,,0,0
Maricopa,0389 HUBBELL,U.S. House,1,LBT,1,Undervotes,,,0,0
Maricopa,0389 HUBBELL,U.S. House,1,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0389 HUBBELL,U.S. House,1,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0389 HUBBELL,U.S. House,1,GRN,1,Overvotes,0,0,0,0
Maricopa,0389 HUBBELL,U.S. House,1,GRN,1,Undervotes,0,0,0,0
Maricopa,0390 HUDSON,Registered Voters - Total,,,,,2751,2751,2751,2751
Maricopa,0390 HUDSON,Registered Voters - Republican,,REP,,,428,428,428,428
Maricopa,0390 HUDSON,Registered Voters - Democratic,,DEM,,,993,993,993,993
Maricopa,0390 HUDSON,Registered Voters - Libertarian,,LBT,,,26,26,26,26
Maricopa,0390 HUDSON,Registered Voters - Green,,GRN,,,6,6,6,6
Maricopa,0390 HUDSON,Ballots Cast - Total,,,,,514,453,57,4
Maricopa,0390 HUDSON,Ballots Cast - Republican,,REP,,,156,132,22,2
Maricopa,0390 HUDSON,Ballots Cast - Democratic,,DEM,,,354,317,35,2
Maricopa,0390 HUDSON,Ballots Cast - Libertarian,,LBT,,,1,1,0,0
Maricopa,0390 HUDSON,Ballots Cast - Green,,GRN,,,1,1,0,0
Maricopa,0390 HUDSON,U.S. Senate,,REP,1,Kari LAKE,71,58,13,
Maricopa,0390 HUDSON,U.S. Senate,,REP,1,Mark LAMB,66,55,9,
Maricopa,0390 HUDSON,U.S. Senate,,REP,1,Elizabeth Jean REYE,17,17,0,
Maricopa,0390 HUDSON,U.S. Senate,,REP,1,Write-In Totals,1,1,0,
Maricopa,0390 HUDSON,U.S. Senate,,REP,1,Total Votes Cast,155,131,22,
Maricopa,0390 HUDSON,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0390 HUDSON,U.S. Senate,,REP,1,Undervotes,1,1,0,
Maricopa,0390 HUDSON,U.S. Senate,,DEM,1,Ruben GALLEGO,343,310,31,
Maricopa,0390 HUDSON,U.S. Senate,,DEM,1,Write-In Totals,5,2,3,
Maricopa,0390 HUDSON,U.S. Senate,,DEM,1,Total Votes Cast,348,312,34,
Maricopa,0390 HUDSON,U.S. Senate,,DEM,1,Overvotes,0,0,0,
Maricopa,0390 HUDSON,U.S. Senate,,DEM,1,Undervotes,6,5,1,
Maricopa,0390 HUDSON,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0390 HUDSON,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0390 HUDSON,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0390 HUDSON,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0390 HUDSON,U.S. Senate,,GRN,1,Arturo HERNANDEZ,,,0,0
Maricopa,0390 HUDSON,U.S. Senate,,GRN,1,Michael NORTON,,,0,0
Maricopa,0390 HUDSON,U.S. Senate,,GRN,1,Write-In Totals,,,0,0
Maricopa,0390 HUDSON,U.S. Senate,,GRN,1,Total Votes Cast,,,0,0
Maricopa,0390 HUDSON,U.S. Senate,,GRN,1,Overvotes,,,0,0
Maricopa,0390 HUDSON,U.S. Senate,,GRN,1,Undervotes,,,0,0
Maricopa,0390 HUDSON,U.S. House,4,REP,1,Kelly COOPER,37,33,4,
Maricopa,0390 HUDSON,U.S. House,4,REP,1,Jerome DAVISON,27,21,6,
Maricopa,0390 HUDSON,U.S. House,4,REP,1,Dave GILES,27,25,2,
Maricopa,0390 HUDSON,U.S. House,4,REP,1,Zuhdi JASSER,41,34,6,
Maricopa,0390 HUDSON,U.S. House,4,REP,1,Write-In Totals,2,1,1,
Maricopa,0390 HUDSON,U.S. House,4,REP,1,Total Votes Cast,134,114,19,
Maricopa,0390 HUDSON,U.S. House,4,REP,1,Overvotes,0,0,0,
Maricopa,0390 HUDSON,U.S. House,4,REP,1,Undervotes,22,18,3,
Maricopa,0390 HUDSON,U.S. House,4,DEM,1,Greg STANTON,334,301,32,
Maricopa,0390 HUDSON,U.S. House,4,DEM,1,Write-In Totals,4,2,2,
Maricopa,0390 HUDSON,U.S. House,4,DEM,1,Total Votes Cast,338,303,34,
Maricopa,0390 HUDSON,U.S. House,4,DEM,1,Overvotes,0,0,0,
Maricopa,0390 HUDSON,U.S. House,4,DEM,1,Undervotes,16,14,1,
Maricopa,0390 HUDSON,U.S. House,4,LBT,1,Write-In Totals,,,0,0
Maricopa,0390 HUDSON,U.S. House,4,LBT,1,Total Votes Cast,,,0,0
Maricopa,0390 HUDSON,U.S. House,4,LBT,1,Overvotes,,,0,0
Maricopa,0390 HUDSON,U.S. House,4,LBT,1,Undervotes,,,0,0
Maricopa,0390 HUDSON,U.S. House,4,GRN,1,Write-In Totals,,,0,0
Maricopa,0390 HUDSON,U.S. House,4,GRN,1,Total Votes Cast,,,0,0
Maricopa,0390 HUDSON,U.S. House,4,GRN,1,Overvotes,,,0,0
Maricopa,0390 HUDSON,U.S. House,4,GRN,1,Undervotes,,,0,0
Maricopa,0391 IMES,Registered Voters - Total,,,,,615,615,615,615
Maricopa,0391 IMES,Registered Voters - Republican,,REP,,,93,93,93,93
Maricopa,0391 IMES,Registered Voters - Democratic,,DEM,,,275,275,275,275
Maricopa,0391 IMES,Registered Voters - Libertarian,,LBT,,,0,0,0,0
Maricopa,0391 IMES,Registered Voters - Green,,GRN,,,0,0,0,0
Maricopa,0391 IMES,Ballots Cast - Total,,,,,107,98,9,0
Maricopa,0391 IMES,Ballots Cast - Republican,,REP,,,19,18,1,0
Maricopa,0391 IMES,Ballots Cast - Democratic,,DEM,,,87,79,8,0
Maricopa,0391 IMES,Ballots Cast - Libertarian,,LBT,,,0,0,0,0
Maricopa,0391 IMES,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0391 IMES,U.S. Senate,,REP,1,Kari LAKE,9,8,,0
Maricopa,0391 IMES,U.S. Senate,,REP,1,Mark LAMB,6,6,,0
Maricopa,0391 IMES,U.S. Senate,,REP,1,Elizabeth Jean REYE,2,2,,0
Maricopa,0391 IMES,U.S. Senate,,REP,1,Write-In Totals,2,2,,0
Maricopa,0391 IMES,U.S. Senate,,REP,1,Total Votes Cast,19,18,,0
Maricopa,0391 IMES,U.S. Senate,,REP,1,Overvotes,0,0,,0
Maricopa,0391 IMES,U.S. Senate,,REP,1,Undervotes,0,0,,0
Maricopa,0391 IMES,U.S. Senate,,DEM,1,Ruben GALLEGO,85,77,,0
Maricopa,0391 IMES,U.S. Senate,,DEM,1,Write-In Totals,0,0,,0
Maricopa,0391 IMES,U.S. Senate,,DEM,1,Total Votes Cast,85,77,,0
Maricopa,0391 IMES,U.S. Senate,,DEM,1,Overvotes,0,0,,0
Maricopa,0391 IMES,U.S. Senate,,DEM,1,Undervotes,2,2,,0
Maricopa,0391 IMES,U.S. Senate,,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0391 IMES,U.S. Senate,,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0391 IMES,U.S. Senate,,LBT,1,Overvotes,0,0,0,0
Maricopa,0391 IMES,U.S. Senate,,LBT,1,Undervotes,0,0,0,0
Maricopa,0391 IMES,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0391 IMES,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0391 IMES,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0391 IMES,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0391 IMES,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0391 IMES,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0391 IMES,U.S. House,3,REP,1,Jesus David MENDOZA,13,12,,0
Maricopa,0391 IMES,U.S. House,3,REP,1,Jeff ZINK,6,6,,0
Maricopa,0391 IMES,U.S. House,3,REP,1,Write-In Totals,0,0,,0
Maricopa,0391 IMES,U.S. House,3,REP,1,Total Votes Cast,19,18,,0
Maricopa,0391 IMES,U.S. House,3,REP,1,Overvotes,0,0,,0
Maricopa,0391 IMES,U.S. House,3,REP,1,Undervotes,0,0,,0
Maricopa,0391 IMES,U.S. House,3,DEM,1,Yassamin ANSARI,28,27,,0
Maricopa,0391 IMES,U.S. House,3,DEM,1,Raquel TERAN,54,48,,0
Maricopa,0391 IMES,U.S. House,3,DEM,1,Duane M. WOOTEN,3,2,,0
Maricopa,0391 IMES,U.S. House,3,DEM,1,Write-In Totals,0,0,,0
Maricopa,0391 IMES,U.S. House,3,DEM,1,Total Votes Cast,85,77,,0
Maricopa,0391 IMES,U.S. House,3,DEM,1,Overvotes,1,1,,0
Maricopa,0391 IMES,U.S. House,3,DEM,1,Undervotes,1,1,,0
Maricopa,0391 IMES,U.S. House,3,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0391 IMES,U.S. House,3,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0391 IMES,U.S. House,3,LBT,1,Overvotes,0,0,0,0
Maricopa,0391 IMES,U.S. House,3,LBT,1,Undervotes,0,0,0,0
Maricopa,0391 IMES,U.S. House,3,GRN,1,Alan AVERSA,0,0,0,0
Maricopa,0391 IMES,U.S. House,3,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0391 IMES,U.S. House,3,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0391 IMES,U.S. House,3,GRN,1,Overvotes,0,0,0,0
Maricopa,0391 IMES,U.S. House,3,GRN,1,Undervotes,0,0,0,0
Maricopa,0392 INDEPENDENCE,Registered Voters - Total,,,,,3771,3771,3771,3771
Maricopa,0392 INDEPENDENCE,Registered Voters - Republican,,REP,,,861,861,861,861
Maricopa,0392 INDEPENDENCE,Registered Voters - Democratic,,DEM,,,1378,1378,1378,1378
Maricopa,0392 INDEPENDENCE,Registered Voters - Libertarian,,LBT,,,30,30,30,30
Maricopa,0392 INDEPENDENCE,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0392 INDEPENDENCE,Ballots Cast - Total,,,,,782,711,71,0
Maricopa,0392 INDEPENDENCE,Ballots Cast - Republican,,REP,,,339,302,37,0
Maricopa,0392 INDEPENDENCE,Ballots Cast - Democratic,,DEM,,,440,407,33,0
Maricopa,0392 INDEPENDENCE,Ballots Cast - Libertarian,,LBT,,,1,1,0,0
Maricopa,0392 INDEPENDENCE,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,REP,1,Kari LAKE,184,160,24,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,REP,1,Mark LAMB,122,110,12,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,REP,1,Elizabeth Jean REYE,25,24,1,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,REP,1,Write-In Totals,4,4,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,REP,1,Total Votes Cast,335,298,37,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,REP,1,Undervotes,4,4,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,DEM,1,Ruben GALLEGO,419,391,28,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,DEM,1,Write-In Totals,7,6,1,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,DEM,1,Total Votes Cast,426,397,29,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,DEM,1,Undervotes,14,10,4,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,REP,1,Paul GOSAR,287,254,33,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,REP,1,Write-In Totals,5,5,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,REP,1,Total Votes Cast,292,259,33,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,REP,1,Overvotes,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,REP,1,Undervotes,47,43,4,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,DEM,1,Quacy SMITH,365,343,22,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,DEM,1,Write-In Totals,6,4,2,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,DEM,1,Total Votes Cast,371,347,24,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,DEM,1,Overvotes,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,DEM,1,Undervotes,69,60,9,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,LBT,1,Write-In Totals,,,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,LBT,1,Total Votes Cast,,,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,LBT,1,Overvotes,,,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,LBT,1,Undervotes,,,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,GRN,1,Overvotes,0,0,0,0
Maricopa,0392 INDEPENDENCE,U.S. House,9,GRN,1,Undervotes,0,0,0,0
Maricopa,0393 INDIAN BEND,Registered Voters - Total,,,,,2765,2765,2765,2765
Maricopa,0393 INDIAN BEND,Registered Voters - Republican,,REP,,,877,877,877,877
Maricopa,0393 INDIAN BEND,Registered Voters - Democratic,,DEM,,,852,852,852,852
Maricopa,0393 INDIAN BEND,Registered Voters - Libertarian,,LBT,,,39,39,39,39
Maricopa,0393 INDIAN BEND,Registered Voters - Green,,GRN,,,0,0,0,0
Maricopa,0393 INDIAN BEND,Ballots Cast - Total,,,,,724,644,77,3
Maricopa,0393 INDIAN BEND,Ballots Cast - Republican,,REP,,,365,307,55,3
Maricopa,0393 INDIAN BEND,Ballots Cast - Democratic,,DEM,,,352,331,21,0
Maricopa,0393 INDIAN BEND,Ballots Cast - Libertarian,,LBT,,,6,5,1,0
Maricopa,0393 INDIAN BEND,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,REP,1,Kari LAKE,211,167,41,
Maricopa,0393 INDIAN BEND,U.S. Senate,,REP,1,Mark LAMB,128,115,13,
Maricopa,0393 INDIAN BEND,U.S. Senate,,REP,1,Elizabeth Jean REYE,21,20,1,
Maricopa,0393 INDIAN BEND,U.S. Senate,,REP,1,Write-In Totals,2,2,0,
Maricopa,0393 INDIAN BEND,U.S. Senate,,REP,1,Total Votes Cast,362,304,55,
Maricopa,0393 INDIAN BEND,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0393 INDIAN BEND,U.S. Senate,,REP,1,Undervotes,3,3,0,
Maricopa,0393 INDIAN BEND,U.S. Senate,,DEM,1,Ruben GALLEGO,332,311,21,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,DEM,1,Write-In Totals,1,1,0,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,DEM,1,Total Votes Cast,333,312,21,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,DEM,1,Undervotes,19,19,0,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,LBT,1,Write-In Totals,,,,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,LBT,1,Total Votes Cast,,,,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,LBT,1,Overvotes,,,,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,LBT,1,Undervotes,,,,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. House,1,REP,1,Robert BACKIE,47,37,9,
Maricopa,0393 INDIAN BEND,U.S. House,1,REP,1,Kim GEORGE,83,72,11,
Maricopa,0393 INDIAN BEND,U.S. House,1,REP,1,David SCHWEIKERT,222,187,33,
Maricopa,0393 INDIAN BEND,U.S. House,1,REP,1,Write-In Totals,0,0,0,
Maricopa,0393 INDIAN BEND,U.S. House,1,REP,1,Total Votes Cast,352,296,53,
Maricopa,0393 INDIAN BEND,U.S. House,1,REP,1,Overvotes,1,1,0,
Maricopa,0393 INDIAN BEND,U.S. House,1,REP,1,Undervotes,12,10,2,
Maricopa,0393 INDIAN BEND,U.S. House,1,DEM,1,Andrei CHERNY,46,43,3,0
