county,precinct,office,district,party,candidate,votes,early_voting,provisional,election_day,late_early
Yuma,P26,PROPOSITION 208,,,,356,313,4,31,8
Yuma,P27,PROPOSITION 208,,,,399,348,5,41,5
Yuma,P28,PROPOSITION 208,,,,280,230,7,39,4
Yuma,P29,PROPOSITION 208,,,,1393,1097,24,224,48
Yuma,P30,PROPOSITION 208,,,,1323,1086,19,193,25
Yuma,P31,PROPOSITION 208,,,,2175,1666,56,396,57
Yuma,P32,PROPOSITION 208,,,,514,401,13,89,11
Yuma,P33,PROPOSITION 208,,,,229,202,2,22,3
Yuma,P34,PROPOSITION 208,,,,254,226,0,21,7
Yuma,P35,PROPOSITION 208,,,,751,663,17,65,6
Yuma,P36,PROPOSITION 208,,,,923,792,16,97,18
Yuma,P37,PROPOSITION 208,,,,856,723,21,92,20
Yuma,P38,PROPOSITION 208,,,,864,735,13,101,15
Yuma,P39,PROPOSITION 208,,,,876,748,18,102,8
Yuma,P40,PROPOSITION 208,,,,832,704,13,99,16
Yuma,P41,PROPOSITION 208,,,,1039,921,14,90,14
Yuma,P42,PROPOSITION 208,,,,1213,1011,14,159,29
Yuma,P43,PROPOSITION 208,,,,12,11,0,0,1
Yuma,P44,PROPOSITION 208,,,,0,0,0,0,0
Yuma,P01,PROPOSITION 208,,,,280,223,7,45,5
Yuma,P02,PROPOSITION 208,,,,387,304,6,66,11
Yuma,P03,PROPOSITION 208,,,,348,284,5,53,6
Yuma,P04,PROPOSITION 208,,,,1027,843,23,144,17
Yuma,P05,PROPOSITION 208,,,,1058,914,10,120,14
Yuma,P06,PROPOSITION 208,,,,584,443,15,102,24
Yuma,P07,PROPOSITION 208,,,,650,504,14,116,16
Yuma,P08,PROPOSITION 208,,,,516,465,6,38,7
Yuma,P09,PROPOSITION 208,,,,1123,908,16,180,19
Yuma,P10,PROPOSITION 208,,,,2019,1676,35,275,33
Yuma,P11,PROPOSITION 208,,,,1020,808,19,160,33
Yuma,P12,PROPOSITION 208,,,,982,838,8,116,20
Yuma,P13,PROPOSITION 208,,,,514,434,8,66,6
Yuma,P14,PROPOSITION 208,,,,193,150,2,38,3
Yuma,P15,PROPOSITION 208,,,,934,788,7,130,9
Yuma,P16,PROPOSITION 208,,,,670,565,3,94,8
Yuma,P17,PROPOSITION 208,,,,1407,1131,22,214,40
Yuma,P18,PROPOSITION 208,,,,144,114,3,26,1
Yuma,P19,PROPOSITION 208,,,,44,28,2,13,1
Yuma,P20,PROPOSITION 208,,,,1161,786,29,280,66
Yuma,P21,PROPOSITION 208,,,,0,0,0,0,0
Yuma,P22,PROPOSITION 208,,,,1239,984,16,206,33
Yuma,P23,PROPOSITION 208,,,,1052,914,12,115,11
Yuma,P24,PROPOSITION 208,,,,2894,2501,20,325,48
Yuma,P25,PROPOSITION 208,,,,1565,1322,23,197,23
Yuma,P26,PROPOSITION 208,,,,196,154,4,30,8
Yuma,P27,PROPOSITION 208,,,,327,271,5,44,7
Yuma,P28,PROPOSITION 208,,,,199,168,3,23,5
Yuma,P29,PROPOSITION 208,,,,764,566,18,155,25
Yuma,P30,PROPOSITION 208,,,,587,452,16,104,15
Yuma,P31,PROPOSITION 208,,,,1003,742,24,210,27
Yuma,P32,PROPOSITION 208,,,,377,317,5,49,6
Yuma,P33,PROPOSITION 208,,,,235,189,3,39,4
Yuma,P34,PROPOSITION 208,,,,398,329,2,64,3
Yuma,P35,PROPOSITION 208,,,,639,557,8,68,6
Yuma,P36,PROPOSITION 208,,,,749,637,7,90,15
Yuma,P37,PROPOSITION 208,,,,522,440,12,62,8
Yuma,P38,PROPOSITION 208,,,,638,532,9,89,8
Yuma,P39,PROPOSITION 208,,,,656,556,10,85,5
Yuma,P40,PROPOSITION 208,,,,712,625,10,74,3
Yuma,P41,PROPOSITION 208,,,,825,696,8,107,14
Yuma,P42,PROPOSITION 208,,,,866,682,20,128,36
Yuma,P43,PROPOSITION 208,,,,17,13,0,3,1
Yuma,P44,PROPOSITION 208,,,,0,0,0,0,0
Yuma,P06,PROPOSITION 414,,,,1025,791,14,182,38
Yuma,P07,PROPOSITION 414,,,,1466,1095,30,282,59
Yuma,P32,PROPOSITION 414,,,,4,3,0,1,0
Yuma,P06,PROPOSITION 414,,,,293,222,8,54,9
Yuma,P07,PROPOSITION 414,,,,512,410,9,81,12
Yuma,P32,PROPOSITION 414,,,,2,2,0,0,0
Yuma,P06,PROPOSITION 415,,,,1113,850,16,209,38
Yuma,P07,PROPOSITION 415,,,,1682,1276,31,314,61
Yuma,P32,PROPOSITION 415,,,,5,4,0,1,0
Yuma,P06,PROPOSITION 415,,,,204,160,6,32,6
Yuma,P07,PROPOSITION 415,,,,285,227,6,46,6
Yuma,P32,PROPOSITION 415,,,,1,1,0,0,0
Yuma,P01,PROPOSITION 412,,,,488,402,7,72,7
Yuma,P02,PROPOSITION 412,,,,585,477,13,85,10
Yuma,P03,PROPOSITION 412,,,,83,66,1,15,1
Yuma,P04,PROPOSITION 412,,,,1337,1157,13,138,29
Yuma,P05,PROPOSITION 412,,,,1181,1052,11,108,10
Yuma,P08,PROPOSITION 412,,,,727,669,6,44,8
Yuma,P09,PROPOSITION 412,,,,545,443,9,83,10
Yuma,P10,PROPOSITION 412,,,,2577,2183,33,324,37
Yuma,P11,PROPOSITION 412,,,,1343,1099,17,182,45
Yuma,P12,PROPOSITION 412,,,,934,837,4,77,16
Yuma,P13,PROPOSITION 412,,,,786,673,16,87,10
Yuma,P14,PROPOSITION 412,,,,275,235,3,33,4
Yuma,P15,PROPOSITION 412,,,,1312,1111,20,159,22
Yuma,P16,PROPOSITION 412,,,,971,822,10,123,16
Yuma,P17,PROPOSITION 412,,,,243,220,0,18,5
Yuma,P21,PROPOSITION 412,,,,0,0,0,0,0
Yuma,P22,PROPOSITION 412,,,,303,269,4,27,3
Yuma,P26,PROPOSITION 412,,,,291,247,5,33,6
Yuma,P27,PROPOSITION 412,,,,48,38,3,5,2
Yuma,P31,PROPOSITION 412,,,,0,0,0,0,0
Yuma,P32,PROPOSITION 412,,,,0,0,0,0,0
Yuma,P33,PROPOSITION 412,,,,4,4,0,0,0
Yuma,P35,PROPOSITION 412,,,,870,776,13,75,6
Yuma,P36,PROPOSITION 412,,,,891,759,10,108,14
Yuma,P37,PROPOSITION 412,,,,901,778,16,95,12
Yuma,P38,PROPOSITION 412,,,,972,830,13,118,11
Yuma,P39,PROPOSITION 412,,,,1063,912,17,124,10
Yuma,P40,PROPOSITION 412,,,,1039,905,13,108,13
Yuma,P41,PROPOSITION 412,,,,1234,1073,12,130,19
Yuma,P42,PROPOSITION 412,,,,1406,1168,21,181,36
Yuma,P43,PROPOSITION 412,,,,0,0,0,0,0
Yuma,P44,PROPOSITION 412,,,,0,0,0,0,0
Yuma,P01,PROPOSITION 412,,,,205,165,3,30,7
Yuma,P02,PROPOSITION 412,,,,255,197,5,45,8
Yuma,P03,PROPOSITION 412,,,,27,18,2,7,0
Yuma,P04,PROPOSITION 412,,,,485,405,9,65,6
Yuma,P05,PROPOSITION 412,,,,375,313,6,47,9
Yuma,P08,PROPOSITION 412,,,,251,226,3,17,5
Yuma,P09,PROPOSITION 412,,,,193,147,3,41,2
Yuma,P10,PROPOSITION 412,,,,975,795,21,140,19
Yuma,P11,PROPOSITION 412,,,,475,374,8,81,12
Yuma,P12,PROPOSITION 412,,,,265,223,3,37,2
Yuma,P13,PROPOSITION 412,,,,382,324,5,52,1
Yuma,P14,PROPOSITION 412,,,,116,86,2,26,2
Yuma,P15,PROPOSITION 412,,,,497,410,9,74,4
Yuma,P16,PROPOSITION 412,,,,379,315,4,54,6
Yuma,P17,PROPOSITION 412,,,,85,73,3,9,0
Yuma,P21,PROPOSITION 412,,,,0,0,0,0,0
Yuma,P22,PROPOSITION 412,,,,97,80,0,14,3
Yuma,P26,PROPOSITION 412,,,,142,113,1,22,6
Yuma,P27,PROPOSITION 412,,,,23,17,1,5,0
Yuma,P31,PROPOSITION 412,,,,0,0,0,0,0
Yuma,P32,PROPOSITION 412,,,,0,0,0,0,0
Yuma,P33,PROPOSITION 412,,,,1,0,0,1,0
Yuma,P35,PROPOSITION 412,,,,304,256,5,37,6
Yuma,P36,PROPOSITION 412,,,,386,329,6,43,8
Yuma,P37,PROPOSITION 412,,,,381,311,11,47,12
Yuma,P38,PROPOSITION 412,,,,436,365,7,57,7
Yuma,P39,PROPOSITION 412,,,,372,316,8,47,1
Yuma,P40,PROPOSITION 412,,,,394,332,7,52,3
Yuma,P41,PROPOSITION 412,,,,487,417,6,57,7
Yuma,P42,PROPOSITION 412,,,,541,431,11,73,26
Yuma,P43,PROPOSITION 412,,,,0,0,0,0,0
Yuma,P44,PROPOSITION 412,,,,0,0,0,0,0
Yuma,P01,PROPOSITION 413,,,,502,419,6,69,8
Yuma,P02,PROPOSITION 413,,,,585,472,11,91,11
Yuma,P03,PROPOSITION 413,,,,94,72,1,20,1
Yuma,P04,PROPOSITION 413,,,,1316,1149,12,131,24
Yuma,P05,PROPOSITION 413,,,,1175,1046,12,108,9
Yuma,P08,PROPOSITION 413,,,,722,665,8,44,5
Yuma,P09,PROPOSITION 413,,,,542,446,7,80,9
Yuma,P10,PROPOSITION 413,,,,2563,2174,32,320,37
Yuma,P11,PROPOSITION 413,,,,1352,1106,17,184,45
Yuma,P12,PROPOSITION 413,,,,922,828,4,75,15
Yuma,P13,PROPOSITION 413,,,,797,680,15,93,9
Yuma,P14,PROPOSITION 413,,,,261,223,3,30,5
Yuma,P15,PROPOSITION 413,,,,1313,1113,16,165,19
Yuma,P16,PROPOSITION 413,,,,969,820,10,123,16
Yuma,P17,PROPOSITION 413,,,,247,221,1,20,5
Yuma,P21,PROPOSITION 413,,,,0,0,0,0,0
Yuma,P22,PROPOSITION 413,,,,299,266,3,29,1
Yuma,P26,PROPOSITION 413,,,,309,260,5,37,7
Yuma,P27,PROPOSITION 413,,,,50,39,1,8,2
Yuma,P31,PROPOSITION 413,,,,0,0,0,0,0
Yuma,P32,PROPOSITION 413,,,,0,0,0,0,0
Yuma,P33,PROPOSITION 413,,,,4,4,0,0,0
Yuma,P35,PROPOSITION 413,,,,861,765,12,78,6
Yuma,P36,PROPOSITION 413,,,,859,724,10,109,16
Yuma,P37,PROPOSITION 413,,,,909,783,18,96,12
Yuma,P38,PROPOSITION 413,,,,985,840,14,118,13
Yuma,P39,PROPOSITION 413,,,,1084,933,14,129,8
Yuma,P40,PROPOSITION 413,,,,1060,919,15,114,12
Yuma,P41,PROPOSITION 413,,,,1248,1082,9,136,21
Yuma,P42,PROPOSITION 413,,,,1405,1160,19,187,39
Yuma,P43,PROPOSITION 413,,,,0,0,0,0,0
Yuma,P44,PROPOSITION 413,,,,0,0,0,0,0
Yuma,P01,PROPOSITION 413,,,,197,153,4,34,6
Yuma,P02,PROPOSITION 413,,,,251,197,7,39,8
Yuma,P03,PROPOSITION 413,,,,16,12,2,2,0
Yuma,P04,PROPOSITION 413,,,,495,407,10,69,9
Yuma,P05,PROPOSITION 413,,,,375,315,4,46,10
Yuma,P08,PROPOSITION 413,,,,256,227,1,20,8
Yuma,P09,PROPOSITION 413,,,,191,143,5,40,3
Yuma,P10,PROPOSITION 413,,,,961,783,20,139,19
Yuma,P11,PROPOSITION 413,,,,462,364,7,78,13
Yuma,P12,PROPOSITION 413,,,,268,225,3,37,3
Yuma,P13,PROPOSITION 413,,,,369,316,6,45,2
Yuma,P14,PROPOSITION 413,,,,127,96,2,28,1
Yuma,P15,PROPOSITION 413,,,,483,399,11,65,8
Yuma,P16,PROPOSITION 413,,,,379,312,4,58,5
Yuma,P17,PROPOSITION 413,,,,81,73,2,6,0
Yuma,P21,PROPOSITION 413,,,,0,0,0,0,0
Yuma,P22,PROPOSITION 413,,,,103,84,1,13,5
Yuma,P26,PROPOSITION 413,,,,122,96,1,19,6
Yuma,P27,PROPOSITION 413,,,,21,16,3,2,0
Yuma,P31,PROPOSITION 413,,,,0,0,0,0,0
Yuma,P32,PROPOSITION 413,,,,0,0,0,0,0
Yuma,P33,PROPOSITION 413,,,,1,0,0,1,0
Yuma,P35,PROPOSITION 413,,,,305,257,6,36,6
Yuma,P36,PROPOSITION 413,,,,420,365,6,43,6
Yuma,P37,PROPOSITION 413,,,,380,311,9,47,13
Yuma,P38,PROPOSITION 413,,,,428,355,6,61,6
Yuma,P39,PROPOSITION 413,,,,350,297,11,39,3
Yuma,P40,PROPOSITION 413,,,,362,307,5,46,4
Yuma,P41,PROPOSITION 413,,,,463,401,7,50,5
Yuma,P42,PROPOSITION 413,,,,531,426,12,70,23
Yuma,P43,PROPOSITION 413,,,,0,0,0,0,0
Yuma,P44,PROPOSITION 413,,,,0,0,0,0,0
Yuma,P29,QUESTION 1,,,,1714,1320,34,301,59
Yuma,P30,QUESTION 1,,,,1445,1162,27,232,24
Yuma,P31,QUESTION 1,,,,2478,1875,58,481,64
Yuma,P29,QUESTION 1,,,,396,308,6,68,14
Yuma,P30,QUESTION 1,,,,406,326,9,60,11
Yuma,P31,QUESTION 1,,,,585,440,17,111,17
