county,precinct,office,district,candidate,party,votes,early_voting,election_day,late_early_voting,provisional,subjurisdiction
Yuma,PRECINCT 014,Secretary of State,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 015,Secretary of State,,UNDER VOTES,,5,3,0,0,0,
Yuma,PRECINCT 016,Secretary of State,,UNDER VOTES,,4,2,0,1,0,
Yuma,PRECINCT 017,Secretary of State,,UNDER VOTES,,5,4,0,0,0,
Yuma,PRECINCT 018,Secretary of State,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,Secretary of State,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 020,Secretary of State,,UNDER VOTES,,4,3,0,1,0,
Yuma,PRECINCT 021,Secretary of State,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,Secretary of State,,UNDER VOTES,,4,2,0,0,0,
Yuma,PRECINCT 023,Secretary of State,,UNDER VOTES,,3,3,0,0,0,
Yuma,PRECINCT 024,Secretary of State,,UNDER VOTES,,10,9,0,0,0,
Yuma,PRECINCT 025,Secretary of State,,UNDER VOTES,,5,3,0,0,0,
Yuma,PRECINCT 026,Secretary of State,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,Secretary of State,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 028,Secretary of State,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 029,Secretary of State,,UNDER VOTES,,5,1,1,1,0,
Yuma,PRECINCT 030,Secretary of State,,UNDER VOTES,,3,1,0,1,0,
Yuma,PRECINCT 031,Secretary of State,,UNDER VOTES,,4,1,0,2,0,
Yuma,PRECINCT 032,Secretary of State,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 033,Secretary of State,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 034,Secretary of State,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 035,Secretary of State,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 036,Secretary of State,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 037,Secretary of State,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 038,Secretary of State,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 039,Secretary of State,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 040,Secretary of State,,UNDER VOTES,,3,1,0,0,0,
Yuma,PRECINCT 041,Secretary of State,,UNDER VOTES,,3,1,0,1,0,
Yuma,PRECINCT 042,Secretary of State,,UNDER VOTES,,4,1,0,1,0,
Yuma,PRECINCT 043,Secretary of State,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,Secretary of State,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,Attorney General,,"BRNOVICH, MARK",REP,14,9,3,0,0,
Yuma,PRECINCT 002,Attorney General,,"BRNOVICH, MARK",REP,21,12,6,2,0,
Yuma,PRECINCT 003,Attorney General,,"BRNOVICH, MARK",REP,20,13,4,2,0,
Yuma,PRECINCT 004,Attorney General,,"BRNOVICH, MARK",REP,67,44,13,8,1,
Yuma,PRECINCT 005,Attorney General,,"BRNOVICH, MARK",REP,76,51,11,12,1,
Yuma,PRECINCT 006,Attorney General,,"BRNOVICH, MARK",REP,28,16,6,5,0,
Yuma,PRECINCT 007,Attorney General,,"BRNOVICH, MARK",REP,18,8,5,3,0,
Yuma,PRECINCT 008,Attorney General,,"BRNOVICH, MARK",REP,50,39,7,2,0,
Yuma,PRECINCT 009,Attorney General,,"BRNOVICH, MARK",REP,86,54,18,12,1,
Yuma,PRECINCT 010,Attorney General,,"BRNOVICH, MARK",REP,137,99,23,13,2,
Yuma,PRECINCT 011,Attorney General,,"BRNOVICH, MARK",REP,72,44,18,8,1,
Yuma,PRECINCT 012,Attorney General,,"BRNOVICH, MARK",REP,85,62,14,7,0,
Yuma,PRECINCT 013,Attorney General,,"BRNOVICH, MARK",REP,29,19,6,3,0,
Yuma,PRECINCT 014,Attorney General,,"BRNOVICH, MARK",REP,15,8,4,1,0,
Yuma,PRECINCT 015,Attorney General,,"BRNOVICH, MARK",REP,77,52,17,6,1,
Yuma,PRECINCT 016,Attorney General,,"BRNOVICH, MARK",REP,47,33,10,4,0,
Yuma,PRECINCT 017,Attorney General,,"BRNOVICH, MARK",REP,119,87,21,9,1,
Yuma,PRECINCT 018,Attorney General,,"BRNOVICH, MARK",REP,11,7,2,0,0,
Yuma,PRECINCT 019,Attorney General,,"BRNOVICH, MARK",REP,4,2,1,0,0,
Yuma,PRECINCT 020,Attorney General,,"BRNOVICH, MARK",REP,90,55,24,9,1,
Yuma,PRECINCT 021,Attorney General,,"BRNOVICH, MARK",REP,1,0,1,0,0,
Yuma,PRECINCT 022,Attorney General,,"BRNOVICH, MARK",REP,92,63,19,7,1,
Yuma,PRECINCT 023,Attorney General,,"BRNOVICH, MARK",REP,92,71,13,6,0,
Yuma,PRECINCT 024,Attorney General,,"BRNOVICH, MARK",REP,248,197,32,16,2,
Yuma,PRECINCT 025,Attorney General,,"BRNOVICH, MARK",REP,136,98,23,13,1,
Yuma,PRECINCT 026,Attorney General,,"BRNOVICH, MARK",REP,9,5,2,1,0,
Yuma,PRECINCT 027,Attorney General,,"BRNOVICH, MARK",REP,24,16,5,2,0,
Yuma,PRECINCT 028,Attorney General,,"BRNOVICH, MARK",REP,10,6,2,1,0,
Yuma,PRECINCT 029,Attorney General,,"BRNOVICH, MARK",REP,10,4,3,2,0,
Yuma,PRECINCT 030,Attorney General,,"BRNOVICH, MARK",REP,8,3,2,2,0,
Yuma,PRECINCT 031,Attorney General,,"BRNOVICH, MARK",REP,15,7,4,4,0,
Yuma,PRECINCT 032,Attorney General,,"BRNOVICH, MARK",REP,19,13,3,2,0,
Yuma,PRECINCT 033,Attorney General,,"BRNOVICH, MARK",REP,19,14,4,1,0,
Yuma,PRECINCT 034,Attorney General,,"BRNOVICH, MARK",REP,29,20,5,3,0,
Yuma,PRECINCT 035,Attorney General,,"BRNOVICH, MARK",REP,54,36,11,5,1,
Yuma,PRECINCT 036,Attorney General,,"BRNOVICH, MARK",REP,58,38,12,6,0,
Yuma,PRECINCT 037,Attorney General,,"BRNOVICH, MARK",REP,31,19,8,2,0,
Yuma,PRECINCT 038,Attorney General,,"BRNOVICH, MARK",REP,46,27,11,5,0,
Yuma,PRECINCT 039,Attorney General,,"BRNOVICH, MARK",REP,58,39,11,5,0,
Yuma,PRECINCT 040,Attorney General,,"BRNOVICH, MARK",REP,56,41,9,4,0,
Yuma,PRECINCT 041,Attorney General,,"BRNOVICH, MARK",REP,67,40,15,10,0,
Yuma,PRECINCT 042,Attorney General,,"BRNOVICH, MARK",REP,57,37,8,10,1,
Yuma,PRECINCT 043,Attorney General,,"BRNOVICH, MARK",REP,1,0,0,0,0,
Yuma,PRECINCT 044,Attorney General,,"BRNOVICH, MARK",REP,0,0,0,0,0,
Yuma,PRECINCT 001,Attorney General,,"CONTRERAS, JANUARY",DEM,31,18,7,4,0,
Yuma,PRECINCT 002,Attorney General,,"CONTRERAS, JANUARY",DEM,34,18,9,5,0,
Yuma,PRECINCT 003,Attorney General,,"CONTRERAS, JANUARY",DEM,31,18,6,4,1,
Yuma,PRECINCT 004,Attorney General,,"CONTRERAS, JANUARY",DEM,101,64,20,14,1,
Yuma,PRECINCT 005,Attorney General,,"CONTRERAS, JANUARY",DEM,41,27,7,5,0,
Yuma,PRECINCT 006,Attorney General,,"CONTRERAS, JANUARY",DEM,71,32,18,18,1,
Yuma,PRECINCT 007,Attorney General,,"CONTRERAS, JANUARY",DEM,110,52,29,27,2,
Yuma,PRECINCT 008,Attorney General,,"CONTRERAS, JANUARY",DEM,24,17,2,3,0,
Yuma,PRECINCT 009,Attorney General,,"CONTRERAS, JANUARY",DEM,26,15,6,5,0,
Yuma,PRECINCT 010,Attorney General,,"CONTRERAS, JANUARY",DEM,77,52,13,9,2,
Yuma,PRECINCT 011,Attorney General,,"CONTRERAS, JANUARY",DEM,47,27,10,8,0,
Yuma,PRECINCT 012,Attorney General,,"CONTRERAS, JANUARY",DEM,35,23,7,4,0,
Yuma,PRECINCT 013,Attorney General,,"CONTRERAS, JANUARY",DEM,43,25,9,7,0,
Yuma,PRECINCT 014,Attorney General,,"CONTRERAS, JANUARY",DEM,12,8,2,0,0,
Yuma,PRECINCT 015,Attorney General,,"CONTRERAS, JANUARY",DEM,54,36,10,5,1,
Yuma,PRECINCT 016,Attorney General,,"CONTRERAS, JANUARY",DEM,46,28,9,7,1,
Yuma,PRECINCT 017,Attorney General,,"CONTRERAS, JANUARY",DEM,56,39,10,6,0,
Yuma,PRECINCT 018,Attorney General,,"CONTRERAS, JANUARY",DEM,1,0,1,0,0,
Yuma,PRECINCT 019,Attorney General,,"CONTRERAS, JANUARY",DEM,3,3,0,0,0,
Yuma,PRECINCT 020,Attorney General,,"CONTRERAS, JANUARY",DEM,38,23,9,4,0,
Yuma,PRECINCT 021,Attorney General,,"CONTRERAS, JANUARY",DEM,0,0,0,0,0,
Yuma,PRECINCT 022,Attorney General,,"CONTRERAS, JANUARY",DEM,48,32,10,6,0,
Yuma,PRECINCT 023,Attorney General,,"CONTRERAS, JANUARY",DEM,40,31,5,3,0,
Yuma,PRECINCT 024,Attorney General,,"CONTRERAS, JANUARY",DEM,85,68,11,4,0,
Yuma,PRECINCT 025,Attorney General,,"CONTRERAS, JANUARY",DEM,51,41,5,3,0,
Yuma,PRECINCT 026,Attorney General,,"CONTRERAS, JANUARY",DEM,18,10,2,4,0,
Yuma,PRECINCT 027,Attorney General,,"CONTRERAS, JANUARY",DEM,22,13,4,3,0,
Yuma,PRECINCT 028,Attorney General,,"CONTRERAS, JANUARY",DEM,19,11,4,3,0,
Yuma,PRECINCT 029,Attorney General,,"CONTRERAS, JANUARY",DEM,119,56,30,30,1,
Yuma,PRECINCT 030,Attorney General,,"CONTRERAS, JANUARY",DEM,113,51,28,33,0,
Yuma,PRECINCT 031,Attorney General,,"CONTRERAS, JANUARY",DEM,147,60,37,47,1,
Yuma,PRECINCT 032,Attorney General,,"CONTRERAS, JANUARY",DEM,37,19,9,7,0,
Yuma,PRECINCT 033,Attorney General,,"CONTRERAS, JANUARY",DEM,14,8,3,2,0,
Yuma,PRECINCT 034,Attorney General,,"CONTRERAS, JANUARY",DEM,11,6,2,2,0,
Yuma,PRECINCT 035,Attorney General,,"CONTRERAS, JANUARY",DEM,41,27,8,4,0,
Yuma,PRECINCT 036,Attorney General,,"CONTRERAS, JANUARY",DEM,57,36,11,8,0,
Yuma,PRECINCT 037,Attorney General,,"CONTRERAS, JANUARY",DEM,55,34,13,6,0,
Yuma,PRECINCT 038,Attorney General,,"CONTRERAS, JANUARY",DEM,54,35,9,8,0,
Yuma,PRECINCT 039,Attorney General,,"CONTRERAS, JANUARY",DEM,49,31,9,6,1,
Yuma,PRECINCT 040,Attorney General,,"CONTRERAS, JANUARY",DEM,53,34,10,8,0,
Yuma,PRECINCT 041,Attorney General,,"CONTRERAS, JANUARY",DEM,56,35,9,10,0,
Yuma,PRECINCT 042,Attorney General,,"CONTRERAS, JANUARY",DEM,74,42,17,12,1,
Yuma,PRECINCT 043,Attorney General,,"CONTRERAS, JANUARY",DEM,1,0,0,0,0,
Yuma,PRECINCT 044,Attorney General,,"CONTRERAS, JANUARY",DEM,0,0,0,0,0,
Yuma,PRECINCT 001,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 002,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 003,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 004,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 005,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 006,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 007,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 008,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 009,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 010,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 011,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 012,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 013,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 014,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 015,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 016,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 017,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 018,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 019,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 020,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 021,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 022,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 023,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 024,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 025,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 026,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 027,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 028,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 029,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 030,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 031,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 032,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 033,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 034,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 035,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 036,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 037,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 038,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 039,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 040,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 041,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 042,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 043,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 044,Attorney General,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 001,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 002,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 003,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 004,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 005,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 006,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 007,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 008,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 009,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 010,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 011,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 012,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 013,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 014,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 015,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 016,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 017,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 018,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 020,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 021,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 023,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 024,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 025,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 026,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 028,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 029,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 030,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 031,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 032,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 033,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 034,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 035,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 036,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 037,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 038,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 039,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 040,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 041,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 042,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 043,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,Attorney General,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,Attorney General,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 002,Attorney General,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 003,Attorney General,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 004,Attorney General,,UNDER VOTES,,4,3,0,0,0,
Yuma,PRECINCT 005,Attorney General,,UNDER VOTES,,4,2,0,1,0,
Yuma,PRECINCT 006,Attorney General,,UNDER VOTES,,3,1,1,0,0,
Yuma,PRECINCT 007,Attorney General,,UNDER VOTES,,4,1,1,1,0,
Yuma,PRECINCT 008,Attorney General,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 009,Attorney General,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 010,Attorney General,,UNDER VOTES,,6,5,0,1,0,
Yuma,PRECINCT 011,Attorney General,,UNDER VOTES,,4,2,0,1,0,
Yuma,PRECINCT 012,Attorney General,,UNDER VOTES,,4,3,0,0,0,
Yuma,PRECINCT 013,Attorney General,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 014,Attorney General,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 015,Attorney General,,UNDER VOTES,,5,4,0,0,0,
Yuma,PRECINCT 016,Attorney General,,UNDER VOTES,,4,3,0,0,0,
Yuma,PRECINCT 017,Attorney General,,UNDER VOTES,,7,5,0,1,0,
Yuma,PRECINCT 018,Attorney General,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,Attorney General,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 020,Attorney General,,UNDER VOTES,,5,3,0,1,0,
Yuma,PRECINCT 021,Attorney General,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,Attorney General,,UNDER VOTES,,4,3,0,0,0,
Yuma,PRECINCT 023,Attorney General,,UNDER VOTES,,4,4,0,0,0,
Yuma,PRECINCT 024,Attorney General,,UNDER VOTES,,12,10,0,0,0,
Yuma,PRECINCT 025,Attorney General,,UNDER VOTES,,5,3,0,1,0,
Yuma,PRECINCT 026,Attorney General,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,Attorney General,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 028,Attorney General,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 029,Attorney General,,UNDER VOTES,,3,1,1,1,0,
Yuma,PRECINCT 030,Attorney General,,UNDER VOTES,,3,1,0,0,0,
Yuma,PRECINCT 031,Attorney General,,UNDER VOTES,,3,1,0,1,0,
Yuma,PRECINCT 032,Attorney General,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 033,Attorney General,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 034,Attorney General,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 035,Attorney General,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 036,Attorney General,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 037,Attorney General,,UNDER VOTES,,3,2,0,1,0,
Yuma,PRECINCT 038,Attorney General,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 039,Attorney General,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 040,Attorney General,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 041,Attorney General,,UNDER VOTES,,3,2,0,1,0,
Yuma,PRECINCT 042,Attorney General,,UNDER VOTES,,3,1,0,1,0,
Yuma,PRECINCT 043,Attorney General,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,Attorney General,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,State Treasurer,,"YEE, KIMBERLY",REP,15,10,3,1,0,
Yuma,PRECINCT 002,State Treasurer,,"YEE, KIMBERLY",REP,23,14,6,2,0,
Yuma,PRECINCT 003,State Treasurer,,"YEE, KIMBERLY",REP,23,15,4,3,0,
Yuma,PRECINCT 004,State Treasurer,,"YEE, KIMBERLY",REP,72,48,13,9,1,
Yuma,PRECINCT 005,State Treasurer,,"YEE, KIMBERLY",REP,79,53,12,12,1,
Yuma,PRECINCT 006,State Treasurer,,"YEE, KIMBERLY",REP,31,17,7,6,0,
Yuma,PRECINCT 007,State Treasurer,,"YEE, KIMBERLY",REP,25,12,7,5,0,
Yuma,PRECINCT 008,State Treasurer,,"YEE, KIMBERLY",REP,52,41,7,3,0,
Yuma,PRECINCT 009,State Treasurer,,"YEE, KIMBERLY",REP,90,56,19,13,1,
Yuma,PRECINCT 010,State Treasurer,,"YEE, KIMBERLY",REP,143,101,24,14,2,
Yuma,PRECINCT 011,State Treasurer,,"YEE, KIMBERLY",REP,77,47,19,9,1,
Yuma,PRECINCT 012,State Treasurer,,"YEE, KIMBERLY",REP,88,64,15,7,0,
Yuma,PRECINCT 013,State Treasurer,,"YEE, KIMBERLY",REP,33,21,7,3,0,
Yuma,PRECINCT 014,State Treasurer,,"YEE, KIMBERLY",REP,16,9,5,1,0,
Yuma,PRECINCT 015,State Treasurer,,"YEE, KIMBERLY",REP,79,53,17,6,1,
Yuma,PRECINCT 016,State Treasurer,,"YEE, KIMBERLY",REP,53,36,11,4,0,
Yuma,PRECINCT 017,State Treasurer,,"YEE, KIMBERLY",REP,123,88,22,11,1,
Yuma,PRECINCT 018,State Treasurer,,"YEE, KIMBERLY",REP,11,7,2,0,0,
Yuma,PRECINCT 019,State Treasurer,,"YEE, KIMBERLY",REP,4,2,1,0,0,
Yuma,PRECINCT 020,State Treasurer,,"YEE, KIMBERLY",REP,90,54,24,10,1,
Yuma,PRECINCT 021,State Treasurer,,"YEE, KIMBERLY",REP,1,0,1,0,0,
Yuma,PRECINCT 022,State Treasurer,,"YEE, KIMBERLY",REP,96,66,20,8,1,
Yuma,PRECINCT 023,State Treasurer,,"YEE, KIMBERLY",REP,93,71,14,6,0,
Yuma,PRECINCT 024,State Treasurer,,"YEE, KIMBERLY",REP,252,200,33,16,2,
Yuma,PRECINCT 025,State Treasurer,,"YEE, KIMBERLY",REP,140,101,23,13,2,
Yuma,PRECINCT 026,State Treasurer,,"YEE, KIMBERLY",REP,8,5,2,1,0,
Yuma,PRECINCT 027,State Treasurer,,"YEE, KIMBERLY",REP,27,18,5,3,0,
Yuma,PRECINCT 028,State Treasurer,,"YEE, KIMBERLY",REP,10,6,2,1,0,
Yuma,PRECINCT 029,State Treasurer,,"YEE, KIMBERLY",REP,12,5,3,3,0,
Yuma,PRECINCT 030,State Treasurer,,"YEE, KIMBERLY",REP,11,4,3,3,0,
Yuma,PRECINCT 031,State Treasurer,,"YEE, KIMBERLY",REP,20,9,5,6,0,
Yuma,PRECINCT 032,State Treasurer,,"YEE, KIMBERLY",REP,20,13,3,2,0,
Yuma,PRECINCT 033,State Treasurer,,"YEE, KIMBERLY",REP,20,14,4,1,0,
Yuma,PRECINCT 034,State Treasurer,,"YEE, KIMBERLY",REP,31,21,6,3,0,
Yuma,PRECINCT 035,State Treasurer,,"YEE, KIMBERLY",REP,55,38,11,5,0,
Yuma,PRECINCT 036,State Treasurer,,"YEE, KIMBERLY",REP,60,39,13,7,0,
Yuma,PRECINCT 037,State Treasurer,,"YEE, KIMBERLY",REP,35,23,8,3,1,
Yuma,PRECINCT 038,State Treasurer,,"YEE, KIMBERLY",REP,50,30,12,6,1,
Yuma,PRECINCT 039,State Treasurer,,"YEE, KIMBERLY",REP,62,42,13,5,0,
Yuma,PRECINCT 040,State Treasurer,,"YEE, KIMBERLY",REP,61,44,11,5,0,
Yuma,PRECINCT 041,State Treasurer,,"YEE, KIMBERLY",REP,70,42,16,10,0,
Yuma,PRECINCT 042,State Treasurer,,"YEE, KIMBERLY",REP,61,40,9,10,1,
Yuma,PRECINCT 043,State Treasurer,,"YEE, KIMBERLY",REP,1,0,0,0,0,
Yuma,PRECINCT 044,State Treasurer,,"YEE, KIMBERLY",REP,0,0,0,0,0,
Yuma,PRECINCT 001,State Treasurer,,"MANOIL, MARK",DEM,30,18,7,4,0,
Yuma,PRECINCT 002,State Treasurer,,"MANOIL, MARK",DEM,31,17,9,4,0,
Yuma,PRECINCT 003,State Treasurer,,"MANOIL, MARK",DEM,28,17,6,3,1,
Yuma,PRECINCT 004,State Treasurer,,"MANOIL, MARK",DEM,95,60,19,13,1,
Yuma,PRECINCT 005,State Treasurer,,"MANOIL, MARK",DEM,38,25,7,5,0,
Yuma,PRECINCT 006,State Treasurer,,"MANOIL, MARK",DEM,68,31,17,17,1,
Yuma,PRECINCT 007,State Treasurer,,"MANOIL, MARK",DEM,103,48,27,25,2,
Yuma,PRECINCT 008,State Treasurer,,"MANOIL, MARK",DEM,21,16,2,2,0,
Yuma,PRECINCT 009,State Treasurer,,"MANOIL, MARK",DEM,22,13,4,4,0,
Yuma,PRECINCT 010,State Treasurer,,"MANOIL, MARK",DEM,71,50,11,8,1,
Yuma,PRECINCT 011,State Treasurer,,"MANOIL, MARK",DEM,41,23,10,7,0,
